Datetime,Appliance_Type,Temperature,Humidity,Usage_Duration_hr,Energy_Consumption_kWh
2024-02-17 09:00:00,Dishwasher,29.4,41.6,0.74,1.281
2024-02-17 10:00:00,Dishwasher,17.0,36.9,0.24,0.53
2024-02-17 11:00:00,Microwave,22.7,60.5,0.39,0.564
2024-02-17 12:00:00,Bulb,22.4,69.6,1.44,0.087
2024-02-17 13:00:00,Refrigerator,16.7,61.1,0.1,0.121
2024-02-17 14:00:00,TV,26.8,41.8,0.94,0.327
2024-02-17 15:00:00,Microwave,33.6,39.8,1.41,2.116
2024-02-17 16:00:00,Refrigerator,21.9,38.7,0.82,1.011
2024-02-17 17:00:00,Bulb,24.5,35.5,0.03,-0.041
2024-02-17 18:00:00,Laptop,22.4,52.1,6.35,1.027
2024-02-17 19:00:00,TV,18.4,54.2,0.69,0.234
2024-02-17 20:00:00,Bulb,12.9,58.2,2.26,0.279
2024-02-17 21:00:00,Bulb,18.5,57.2,0.59,0.077
2024-02-17 22:00:00,Laptop,15.0,41.7,0.97,0.186
2024-02-17 23:00:00,Bulb,30.5,43.2,0.74,0.03
2024-02-18 00:00:00,TV,21.4,57.3,0.63,0.164
2024-02-18 01:00:00,TV,20.3,44.0,0.03,0.077
2024-02-18 02:00:00,TV,26.4,38.5,0.67,0.279
2024-02-18 03:00:00,Laptop,16.4,45.0,3.3,0.438
2024-02-18 04:00:00,Washing Machine,18.2,40.9,1.76,3.53
2024-02-18 05:00:00,Bulb,22.3,33.5,0.24,0.002
2024-02-18 06:00:00,Bulb,27.1,63.2,1.34,0.099
2024-02-18 07:00:00,Heater,24.5,64.1,3.34,8.368
2024-02-18 08:00:00,Bulb,23.2,38.8,1.81,0.238
2024-02-18 09:00:00,Heater,22.4,32.6,0.24,0.626
2024-02-18 10:00:00,Refrigerator,24.0,59.6,3.04,3.627
2024-02-18 11:00:00,Laptop,23.0,38.5,0.54,0.106
2024-02-18 12:00:00,Washing Machine,16.9,45.7,0.91,1.798
2024-02-18 13:00:00,Bulb,22.2,32.6,1.12,0.133
2024-02-18 14:00:00,Bulb,16.6,39.1,2.85,0.355
2024-02-18 15:00:00,Dishwasher,22.4,61.7,4.02,7.139
2024-02-18 16:00:00,Heater,19.6,62.2,3.98,9.994
2024-02-18 17:00:00,Refrigerator,34.7,38.3,0.01,-0.063
2024-02-18 18:00:00,TV,21.8,43.4,3.82,1.209
2024-02-18 19:00:00,Fan,15.0,35.4,0.08,-0.015
2024-02-18 20:00:00,TV,21.3,33.0,0.46,0.078
2024-02-18 21:00:00,Refrigerator,24.6,69.7,1.09,1.337
2024-02-18 22:00:00,TV,30.4,56.2,0.98,0.312
2024-02-18 23:00:00,Microwave,19.1,51.7,1.39,2.038
2024-02-19 00:00:00,Laptop,14.1,60.6,0.98,0.084
2024-02-19 01:00:00,Heater,26.1,63.6,4.09,10.205
2024-02-19 02:00:00,Laptop,15.1,62.3,0.41,0.002
2024-02-19 03:00:00,Microwave,19.8,30.7,0.48,0.667
2024-02-19 04:00:00,Fan,20.7,37.5,3.8,0.766
2024-02-19 05:00:00,Refrigerator,21.7,56.2,0.12,0.095
2024-02-19 06:00:00,TV,25.4,45.0,1.41,0.445
2024-02-19 07:00:00,Fan,18.6,69.3,1.72,0.418
2024-02-19 08:00:00,Heater,20.6,56.6,1.06,2.634
2024-02-19 09:00:00,Fan,21.9,68.3,1.78,0.362
2024-02-19 10:00:00,TV,22.7,38.1,0.28,0.186
2024-02-19 11:00:00,Heater,22.5,64.6,2.87,7.121
2024-02-19 12:00:00,Refrigerator,24.2,42.9,0.23,0.331
2024-02-19 13:00:00,Laptop,26.2,69.6,0.77,0.169
2024-02-19 14:00:00,Heater,24.0,36.3,0.12,0.336
2024-02-19 15:00:00,Microwave,24.3,50.7,1.18,1.837
2024-02-19 16:00:00,Refrigerator,14.1,61.7,1.66,2.008
2024-02-19 17:00:00,TV,22.3,47.3,4.25,1.246
2024-02-19 18:00:00,Heater,24.4,48.7,2.02,5.097
2024-02-19 19:00:00,Bulb,25.6,69.5,1.17,0.173
2024-02-19 20:00:00,Fan,18.5,47.0,4.05,0.864
2024-02-19 21:00:00,Fan,18.7,54.2,0.98,0.198
2024-02-19 22:00:00,Laptop,19.1,32.2,1.24,0.15
2024-02-19 23:00:00,Heater,24.7,63.7,1.36,3.409
2024-02-20 00:00:00,Laptop,27.2,55.9,0.79,0.166
2024-02-20 01:00:00,Heater,20.0,46.2,2.73,6.888
2024-02-20 02:00:00,Heater,26.5,30.6,0.31,0.746
2024-02-20 03:00:00,Refrigerator,22.6,53.7,1.21,1.473
2024-02-20 04:00:00,Dishwasher,21.4,30.5,1.92,3.393
2024-02-20 05:00:00,Laptop,20.9,30.0,3.51,0.576
2024-02-20 06:00:00,TV,25.7,54.6,3.23,0.93
2024-02-20 07:00:00,Air Conditioner,23.6,37.6,1.07,2.491
2024-02-20 08:00:00,Refrigerator,33.4,37.7,1.55,1.797
2024-02-20 09:00:00,Fan,17.7,56.1,0.75,0.202
2024-02-20 10:00:00,Air Conditioner,24.6,32.1,0.95,2.195
2024-02-20 11:00:00,Dishwasher,19.4,42.5,3.55,6.353
2024-02-20 12:00:00,Washing Machine,17.7,36.0,4.0,8.043
2024-02-20 13:00:00,Laptop,21.9,53.2,3.39,0.478
2024-02-20 14:00:00,TV,22.7,56.5,0.22,0.104
2024-02-20 15:00:00,Washing Machine,36.6,58.8,2.85,5.679
2024-02-20 16:00:00,Heater,21.1,40.2,4.45,11.027
2024-02-20 17:00:00,TV,16.3,33.6,0.67,0.153
2024-02-20 18:00:00,TV,23.4,33.1,1.1,0.307
2024-02-20 19:00:00,Refrigerator,11.6,47.0,2.27,2.786
2024-02-20 20:00:00,Fan,21.5,67.8,1.24,0.293
2024-02-20 21:00:00,Washing Machine,22.1,38.7,7.55,15.181
2024-02-20 22:00:00,Air Conditioner,26.0,40.3,0.91,2.181
2024-02-20 23:00:00,Fan,26.9,34.0,1.88,0.349
2024-02-21 00:00:00,Air Conditioner,19.5,54.2,2.36,5.418
2024-02-21 01:00:00,TV,21.2,57.2,1.02,0.286
2024-02-21 02:00:00,Air Conditioner,18.2,55.7,2.92,6.676
2024-02-21 03:00:00,Refrigerator,16.4,64.4,1.18,1.33
2024-02-21 04:00:00,Fan,23.5,49.5,0.8,0.158
2024-02-21 05:00:00,Air Conditioner,15.6,35.4,0.17,0.329
2024-02-21 06:00:00,Bulb,19.9,41.6,0.75,0.073
2024-02-21 07:00:00,Washing Machine,17.0,56.5,1.99,4.078
2024-02-21 08:00:00,Washing Machine,24.7,54.5,3.81,7.6
2024-02-21 09:00:00,Heater,31.0,51.2,0.43,1.097
2024-02-21 10:00:00,TV,15.5,57.3,0.66,0.243
2024-02-21 11:00:00,Air Conditioner,12.7,55.5,0.25,0.591
2024-02-21 12:00:00,Bulb,21.4,65.3,1.76,0.191
2024-02-21 13:00:00,Dishwasher,22.1,53.4,4.84,8.686
2024-02-21 14:00:00,Fan,23.1,61.1,1.54,0.296
2024-02-21 15:00:00,Washing Machine,19.8,39.9,1.44,2.832
2024-02-21 16:00:00,Bulb,21.0,57.1,1.21,0.163
2024-02-21 17:00:00,Laptop,23.8,66.1,0.14,-0.066
2024-02-21 18:00:00,Laptop,27.2,45.4,1.96,0.343
2024-02-21 19:00:00,Bulb,12.2,61.2,1.38,0.068
2024-02-21 20:00:00,Laptop,20.2,59.0,1.62,0.292
2024-02-21 21:00:00,TV,23.1,32.4,3.44,1.013
2024-02-21 22:00:00,Heater,17.4,53.3,2.3,5.685
2024-02-21 23:00:00,Heater,30.7,35.2,2.28,5.723
2024-02-22 00:00:00,Fan,18.8,68.7,3.93,0.832
2024-02-22 01:00:00,TV,21.8,62.5,6.9,2.048
2024-02-22 02:00:00,Laptop,24.8,34.4,1.31,0.232
2024-02-22 03:00:00,Dishwasher,19.0,34.9,0.17,0.197
2024-02-22 04:00:00,Heater,12.8,53.8,0.92,2.239
2024-02-22 05:00:00,Heater,19.9,43.8,2.32,5.874
2024-02-22 06:00:00,TV,27.1,31.4,0.04,0.001
2024-02-22 07:00:00,Air Conditioner,20.3,51.7,0.09,0.109
2024-02-22 08:00:00,Washing Machine,17.8,45.5,0.1,0.174
2024-02-22 09:00:00,Dishwasher,26.6,34.0,1.97,3.499
2024-02-22 10:00:00,Heater,20.3,62.1,1.04,2.6
2024-02-22 11:00:00,Microwave,19.4,66.6,0.69,1.017
2024-02-22 12:00:00,Refrigerator,22.7,60.3,0.17,0.21
2024-02-22 13:00:00,Laptop,25.9,62.9,1.98,0.293
2024-02-22 14:00:00,Refrigerator,33.9,38.7,0.58,0.765
2024-02-22 15:00:00,Dishwasher,26.1,40.5,0.46,0.854
2024-02-22 16:00:00,Heater,27.8,38.3,1.58,3.985
2024-02-22 17:00:00,Heater,19.5,60.6,1.23,3.129
2024-02-22 18:00:00,Air Conditioner,16.9,67.9,0.68,1.533
2024-02-22 19:00:00,Dishwasher,22.3,58.7,1.54,2.707
2024-02-22 20:00:00,TV,22.5,65.3,0.47,0.203
2024-02-22 21:00:00,Refrigerator,16.6,55.5,2.38,2.858
2024-02-22 22:00:00,TV,21.1,45.5,0.39,0.124
2024-02-22 23:00:00,Bulb,24.0,47.0,0.26,-0.006
2024-02-23 00:00:00,Laptop,23.8,33.0,2.29,0.312
2024-02-23 01:00:00,Heater,24.5,31.3,1.85,4.657
2024-02-23 02:00:00,Dishwasher,23.5,57.8,0.3,0.594
2024-02-23 03:00:00,Heater,19.5,47.5,0.19,0.503
2024-02-23 04:00:00,Washing Machine,19.4,52.1,2.73,5.508
2024-02-23 05:00:00,Fan,16.0,52.3,2.25,0.478
2024-02-23 06:00:00,Heater,30.9,41.1,0.59,1.493
2024-02-23 07:00:00,Dishwasher,22.1,49.0,1.61,2.89
2024-02-23 08:00:00,TV,20.9,48.8,0.2,0.12
2024-02-23 09:00:00,Laptop,17.4,45.5,1.06,0.14
2024-02-23 10:00:00,Microwave,36.7,62.8,0.03,0.061
2024-02-23 11:00:00,Heater,16.6,48.0,0.75,1.823
2024-02-23 12:00:00,Refrigerator,19.9,54.1,0.12,0.107
2024-02-23 13:00:00,Dishwasher,24.1,65.8,0.97,1.729
2024-02-23 14:00:00,Heater,25.0,64.6,0.82,2.013
2024-02-23 15:00:00,Air Conditioner,26.8,65.6,0.88,2.067
2024-02-23 16:00:00,Heater,31.0,40.8,0.07,0.107
2024-02-23 17:00:00,Heater,24.5,31.4,0.67,1.688
2024-02-23 18:00:00,Air Conditioner,16.7,40.4,2.12,4.88
2024-02-23 19:00:00,Heater,20.7,41.1,0.69,1.636
2024-02-23 20:00:00,Microwave,23.5,66.4,1.88,2.804
2024-02-23 21:00:00,TV,32.3,56.0,0.69,0.22
2024-02-23 22:00:00,Bulb,15.0,33.3,0.83,0.104
2024-02-23 23:00:00,Washing Machine,28.0,35.4,1.24,2.479
2024-02-24 00:00:00,Washing Machine,22.9,36.2,4.51,9.062
2024-02-24 01:00:00,Heater,26.2,55.2,0.17,0.427
2024-02-24 02:00:00,TV,21.5,59.4,0.05,0.016
2024-02-24 03:00:00,Laptop,17.8,64.4,1.4,0.223
2024-02-24 04:00:00,Heater,25.8,67.6,4.47,11.213
2024-02-24 05:00:00,Fan,25.3,38.1,6.87,1.34
2024-02-24 06:00:00,Heater,26.9,42.4,0.99,2.458
2024-02-24 07:00:00,Microwave,21.9,39.6,0.95,1.387
2024-02-24 08:00:00,Laptop,19.0,44.4,1.55,0.216
2024-02-24 09:00:00,Bulb,14.2,66.6,1.22,0.193
2024-02-24 10:00:00,Laptop,26.1,53.0,1.51,0.255
2024-02-24 11:00:00,Bulb,24.1,59.5,3.11,0.254
2024-02-24 12:00:00,Refrigerator,17.2,49.6,2.06,2.439
2024-02-24 13:00:00,Bulb,19.3,31.2,1.03,0.122
2024-02-24 14:00:00,Heater,19.7,32.6,0.93,2.278
2024-02-24 15:00:00,Bulb,14.6,51.5,1.53,0.117
2024-02-24 16:00:00,Microwave,17.9,58.8,0.91,1.436
2024-02-24 17:00:00,Bulb,16.3,38.6,0.92,0.061
2024-02-24 18:00:00,Dishwasher,19.9,58.9,0.02,0.092
2024-02-24 19:00:00,TV,18.3,62.4,0.29,0.149
2024-02-24 20:00:00,Dishwasher,13.9,46.5,1.01,1.773
2024-02-24 21:00:00,Laptop,32.1,59.9,2.59,0.345
2024-02-24 22:00:00,Heater,28.3,46.2,0.49,1.211
2024-02-24 23:00:00,Heater,18.1,57.1,1.11,2.719
2024-02-25 00:00:00,Washing Machine,23.4,60.6,0.63,1.275
2024-02-25 01:00:00,Washing Machine,24.1,69.7,0.17,0.322
2024-02-25 02:00:00,Bulb,28.0,43.8,4.77,0.495
2024-02-25 03:00:00,Washing Machine,17.9,46.4,2.89,5.856
2024-02-25 04:00:00,Fan,27.5,36.6,0.12,0.065
2024-02-25 05:00:00,Refrigerator,19.3,38.2,1.91,2.314
2024-02-25 06:00:00,Washing Machine,15.3,57.7,0.64,1.183
2024-02-25 07:00:00,Laptop,25.6,66.7,7.9,1.208
2024-02-25 08:00:00,TV,28.5,45.8,0.54,0.248
2024-02-25 09:00:00,Dishwasher,34.9,37.2,0.41,0.586
2024-02-25 10:00:00,Microwave,16.0,41.4,1.26,1.922
2024-02-25 11:00:00,Laptop,25.5,48.2,2.7,0.398
2024-02-25 12:00:00,Washing Machine,20.0,41.6,0.32,0.599
2024-02-25 13:00:00,Fan,25.9,39.3,1.85,0.411
2024-02-25 14:00:00,Fan,14.6,59.4,0.1,0.104
2024-02-25 15:00:00,TV,15.7,30.3,3.77,1.169
2024-02-25 16:00:00,Washing Machine,18.1,51.6,0.13,0.235
2024-02-25 17:00:00,TV,22.4,61.8,3.68,1.058
2024-02-25 18:00:00,Heater,18.8,40.6,1.01,2.538
2024-02-25 19:00:00,Heater,25.3,54.1,0.89,2.273
2024-02-25 20:00:00,Refrigerator,27.1,56.8,5.44,6.503
2024-02-25 21:00:00,Dishwasher,25.0,56.2,6.97,12.525
2024-02-25 22:00:00,Bulb,30.1,47.8,1.58,0.299
2024-02-25 23:00:00,Laptop,24.1,43.9,0.2,0.085
2024-02-26 00:00:00,Laptop,15.9,63.4,1.06,0.216
2024-02-26 01:00:00,Air Conditioner,28.8,60.3,1.13,2.526
2024-02-26 02:00:00,Refrigerator,19.0,42.9,1.08,1.265
2024-02-26 03:00:00,Air Conditioner,26.6,34.1,1.26,2.911
2024-02-26 04:00:00,Fan,29.9,32.9,0.03,-0.044
2024-02-26 05:00:00,Heater,24.3,33.8,1.86,4.738
2024-02-26 06:00:00,Bulb,14.5,53.3,1.87,0.257
2024-02-26 07:00:00,Microwave,17.4,32.1,0.18,0.249
2024-02-26 08:00:00,Air Conditioner,28.6,43.5,1.27,3.003
2024-02-26 09:00:00,Laptop,21.2,60.1,1.26,0.189
2024-02-26 10:00:00,Dishwasher,22.4,41.8,1.72,3.227
2024-02-26 11:00:00,Bulb,25.8,60.5,0.13,0.021
2024-02-26 12:00:00,Fan,25.5,59.8,1.48,0.324
2024-02-26 13:00:00,Air Conditioner,23.4,39.8,0.49,1.207
2024-02-26 14:00:00,Refrigerator,21.0,59.2,1.06,1.337
2024-02-26 15:00:00,Microwave,20.4,59.9,2.23,3.365
2024-02-26 16:00:00,Fan,26.3,45.9,1.83,0.36
2024-02-26 17:00:00,Washing Machine,24.8,38.4,0.19,0.405
2024-02-26 18:00:00,TV,20.7,50.9,1.34,0.362
2024-02-26 19:00:00,TV,27.4,66.9,5.22,1.572
2024-02-26 20:00:00,Laptop,21.4,55.6,0.26,-0.017
2024-02-26 21:00:00,Heater,17.7,36.9,2.88,7.099
2024-02-26 22:00:00,Laptop,18.2,57.3,1.82,0.275
2024-02-26 23:00:00,Fan,17.1,47.1,2.23,0.509
2024-02-27 00:00:00,Washing Machine,20.6,53.7,0.5,1.04
2024-02-27 01:00:00,Washing Machine,28.2,59.4,0.51,1.014
2024-02-27 02:00:00,Fan,18.0,50.6,3.55,0.797
2024-02-27 03:00:00,Washing Machine,22.9,62.6,0.67,1.31
2024-02-27 04:00:00,Bulb,18.7,58.9,0.1,-0.086
2024-02-27 05:00:00,Dishwasher,20.7,54.6,1.38,2.369
2024-02-27 06:00:00,Washing Machine,14.4,36.0,0.2,0.341
2024-02-27 07:00:00,Bulb,20.9,63.4,2.39,0.28
2024-02-27 08:00:00,Air Conditioner,21.0,67.4,1.54,3.51
2024-02-27 09:00:00,Dishwasher,24.7,35.5,3.12,5.632
2024-02-27 10:00:00,Air Conditioner,23.1,49.5,2.3,5.383
2024-02-27 11:00:00,Microwave,16.0,40.4,0.18,0.213
2024-02-27 12:00:00,Washing Machine,27.4,60.2,0.72,1.463
2024-02-27 13:00:00,Air Conditioner,23.1,58.9,2.23,5.166
2024-02-27 14:00:00,Fan,23.0,35.6,0.81,0.119
2024-02-27 15:00:00,Refrigerator,22.0,65.1,5.38,6.527
2024-02-27 16:00:00,TV,19.4,37.2,2.0,0.584
2024-02-27 17:00:00,Refrigerator,23.1,61.9,0.02,0.009
2024-02-27 18:00:00,Laptop,24.4,48.3,3.18,0.583
2024-02-27 19:00:00,Heater,13.3,43.1,0.16,0.425
2024-02-27 20:00:00,Fan,19.3,36.3,0.23,0.092
2024-02-27 21:00:00,Dishwasher,20.7,36.7,1.99,3.648
2024-02-27 22:00:00,Washing Machine,23.3,56.5,3.0,5.974
2024-02-27 23:00:00,Heater,28.0,52.0,1.15,2.945
2024-02-28 00:00:00,Washing Machine,18.1,34.9,0.51,0.998
2024-02-28 01:00:00,Dishwasher,19.5,34.5,0.65,1.141
2024-02-28 02:00:00,Refrigerator,19.4,32.9,0.63,0.742
2024-02-28 03:00:00,Bulb,18.0,59.8,0.59,0.028
2024-02-28 04:00:00,Air Conditioner,20.3,58.5,0.42,1.001
2024-02-28 05:00:00,Washing Machine,25.9,32.3,1.41,2.829
2024-02-28 06:00:00,TV,16.7,52.4,3.46,1.013
2024-02-28 07:00:00,Laptop,24.1,33.4,0.55,0.116
2024-02-28 08:00:00,Washing Machine,13.5,66.1,0.31,0.606
2024-02-28 09:00:00,Washing Machine,19.2,66.3,2.74,5.455
2024-02-28 10:00:00,Heater,20.4,57.9,2.03,5.08
2024-02-28 11:00:00,Laptop,30.4,67.0,4.01,0.624
2024-02-28 12:00:00,TV,20.6,62.5,0.27,0.101
2024-02-28 13:00:00,Dishwasher,11.0,63.1,0.23,0.402
2024-02-28 14:00:00,Bulb,12.0,52.8,1.17,0.159
2024-02-28 15:00:00,Bulb,22.2,42.2,1.43,0.132
2024-02-28 16:00:00,Microwave,25.1,38.7,0.98,1.439
2024-02-28 17:00:00,Bulb,23.9,43.1,1.37,0.064
2024-02-28 18:00:00,Washing Machine,22.8,55.1,0.3,0.646
2024-02-28 19:00:00,Heater,27.8,36.9,0.98,2.45
2024-02-28 20:00:00,Refrigerator,19.3,40.3,1.61,1.942
2024-02-28 21:00:00,Heater,26.5,48.7,0.85,2.178
2024-02-28 22:00:00,Microwave,13.8,39.3,1.71,2.536
2024-02-28 23:00:00,Fan,17.5,53.5,0.9,0.111
2024-02-29 00:00:00,Heater,13.0,66.9,0.61,1.525
2024-02-29 01:00:00,Heater,20.6,59.9,0.54,1.372
2024-02-29 02:00:00,Dishwasher,21.8,56.7,0.79,1.416
2024-02-29 03:00:00,Fan,22.6,53.3,0.04,0.081
2024-02-29 04:00:00,Refrigerator,22.3,49.5,1.66,1.863
2024-02-29 05:00:00,Dishwasher,17.4,37.5,2.8,5.092
2024-02-29 06:00:00,Heater,21.0,65.8,0.66,1.682
2024-02-29 07:00:00,Heater,14.5,39.9,0.07,0.2
2024-02-29 08:00:00,Fan,28.8,33.7,6.49,1.131
2024-02-29 09:00:00,Fan,20.5,60.0,0.46,0.156
2024-02-29 10:00:00,Heater,19.6,37.0,0.2,0.456
2024-02-29 11:00:00,Fan,29.9,44.9,0.69,0.113
2024-02-29 12:00:00,TV,15.8,31.1,2.01,0.595
2024-02-29 13:00:00,Bulb,16.4,35.5,0.52,0.073
2024-02-29 14:00:00,Dishwasher,16.5,36.9,1.28,2.34
2024-02-29 15:00:00,Dishwasher,21.7,32.2,0.81,1.495
2024-02-29 16:00:00,Dishwasher,24.2,56.3,0.19,0.379
2024-02-29 17:00:00,TV,25.7,63.5,0.6,0.193
2024-02-29 18:00:00,Heater,34.9,44.9,1.94,4.86
2024-02-29 19:00:00,Heater,10.8,65.0,1.42,3.496
2024-02-29 20:00:00,Refrigerator,25.0,38.5,0.19,0.192
2024-02-29 21:00:00,Laptop,19.2,43.0,0.27,0.085
2024-02-29 22:00:00,Washing Machine,19.1,36.0,1.54,3.113
2024-02-29 23:00:00,TV,18.9,54.8,2.52,0.792
2024-03-01 00:00:00,Fan,17.5,46.8,0.64,0.103
2024-03-01 01:00:00,Heater,30.4,54.5,1.36,3.438
2024-03-01 02:00:00,TV,26.2,60.5,0.28,0.026
2024-03-01 03:00:00,Air Conditioner,22.1,51.8,0.56,1.341
2024-03-01 04:00:00,Bulb,28.8,55.1,0.03,-0.01
2024-03-01 05:00:00,Washing Machine,14.4,67.4,2.19,4.471
2024-03-01 06:00:00,TV,15.3,42.0,0.77,0.155
2024-03-01 07:00:00,Bulb,11.1,44.4,2.54,0.342
2024-03-01 08:00:00,Fan,18.5,58.7,1.85,0.352
2024-03-01 09:00:00,TV,22.8,54.5,2.65,0.775
2024-03-01 10:00:00,Dishwasher,22.5,37.1,0.5,0.918
2024-03-01 11:00:00,TV,22.7,45.0,0.31,0.057
2024-03-01 12:00:00,Bulb,14.9,48.7,5.36,0.532
2024-03-01 13:00:00,Microwave,26.0,46.8,1.9,2.806
2024-03-01 14:00:00,Heater,23.2,37.1,2.69,6.7
2024-03-01 15:00:00,Fan,25.7,67.0,0.02,0.028
2024-03-01 16:00:00,TV,12.5,60.5,0.66,0.152
2024-03-01 17:00:00,TV,23.6,49.3,2.04,0.573
2024-03-01 18:00:00,Washing Machine,16.1,57.2,0.12,0.175
2024-03-01 19:00:00,TV,20.0,65.9,1.26,0.352
2024-03-01 20:00:00,Air Conditioner,24.7,35.4,0.84,1.999
2024-03-01 21:00:00,TV,22.5,40.0,0.03,-0.034
2024-03-01 22:00:00,Heater,17.7,51.7,0.4,0.973
2024-03-01 23:00:00,TV,22.0,62.0,0.5,0.161
2024-03-02 00:00:00,Fan,14.3,31.5,0.18,0.017
2024-03-02 01:00:00,Heater,27.8,69.4,1.5,3.855
2024-03-02 02:00:00,Fan,21.0,48.2,0.42,0.075
2024-03-02 03:00:00,Air Conditioner,27.6,44.4,0.49,1.139
2024-03-02 04:00:00,Bulb,19.4,41.7,3.43,0.39
2024-03-02 05:00:00,Laptop,19.4,37.0,0.94,0.188
2024-03-02 06:00:00,Microwave,18.2,61.7,0.75,1.132
2024-03-02 07:00:00,Laptop,26.4,68.2,1.93,0.281
2024-03-02 08:00:00,Bulb,18.5,46.5,3.61,0.462
2024-03-02 09:00:00,Air Conditioner,25.2,68.1,0.04,0.082
2024-03-02 10:00:00,Refrigerator,20.1,63.0,0.89,1.048
2024-03-02 11:00:00,TV,12.1,49.2,1.42,0.392
2024-03-02 12:00:00,Bulb,19.1,57.0,0.58,-0.029
2024-03-02 13:00:00,Laptop,16.1,47.4,2.22,0.374
2024-03-02 14:00:00,Laptop,22.2,52.3,5.34,0.683
2024-03-02 15:00:00,Air Conditioner,16.0,32.3,4.31,9.909
2024-03-02 16:00:00,Bulb,26.6,57.9,0.46,0.036
2024-03-02 17:00:00,Heater,21.5,32.1,0.38,1.074
2024-03-02 18:00:00,Microwave,21.1,62.7,4.74,7.014
2024-03-02 19:00:00,Heater,25.3,63.0,0.92,2.256
2024-03-02 20:00:00,Refrigerator,26.8,39.5,0.35,0.414
2024-03-02 21:00:00,Air Conditioner,21.9,42.9,1.84,4.225
2024-03-02 22:00:00,Air Conditioner,18.1,49.3,0.5,1.127
2024-03-02 23:00:00,TV,13.1,53.9,0.47,0.136
2024-03-03 00:00:00,Air Conditioner,18.6,41.5,3.17,7.23
2024-03-03 01:00:00,Air Conditioner,18.9,53.7,0.27,0.63
2024-03-03 02:00:00,Washing Machine,22.5,41.9,0.1,0.084
2024-03-03 03:00:00,Air Conditioner,20.3,32.2,0.47,1.081
2024-03-03 04:00:00,Washing Machine,25.4,30.1,1.4,2.771
2024-03-03 05:00:00,Heater,18.9,34.0,0.2,0.543
2024-03-03 06:00:00,TV,21.7,61.7,0.96,0.375
2024-03-03 07:00:00,TV,27.9,68.5,1.48,0.428
2024-03-03 08:00:00,TV,23.7,47.1,2.83,0.919
2024-03-03 09:00:00,Dishwasher,21.7,50.5,0.39,0.689
2024-03-03 10:00:00,Air Conditioner,19.0,35.9,2.55,5.817
2024-03-03 11:00:00,Bulb,18.8,52.0,0.4,0.127
2024-03-03 12:00:00,Dishwasher,17.7,35.8,1.69,3.075
2024-03-03 13:00:00,Dishwasher,19.3,54.4,0.84,1.521
2024-03-03 14:00:00,Heater,25.8,67.3,0.18,0.491
2024-03-03 15:00:00,Refrigerator,20.9,37.8,1.88,2.269
2024-03-03 16:00:00,Air Conditioner,15.3,60.6,0.37,0.844
2024-03-03 17:00:00,Air Conditioner,30.8,30.9,0.29,0.604
2024-03-03 18:00:00,Microwave,23.6,45.0,0.67,0.985
2024-03-03 19:00:00,Microwave,15.0,34.4,1.59,2.415
2024-03-03 20:00:00,TV,19.8,44.1,0.4,0.114
2024-03-03 21:00:00,Laptop,22.6,36.9,0.3,0.091
2024-03-03 22:00:00,Bulb,30.5,44.9,0.02,0.021
2024-03-03 23:00:00,Laptop,16.5,46.7,0.96,0.1
2024-03-04 00:00:00,Fan,26.9,42.0,0.84,0.102
2024-03-04 01:00:00,Heater,29.0,56.3,0.4,0.991
2024-03-04 02:00:00,Washing Machine,18.9,66.8,0.08,0.139
2024-03-04 03:00:00,Heater,20.6,46.0,0.84,2.12
2024-03-04 04:00:00,TV,16.8,37.7,2.33,0.663
2024-03-04 05:00:00,Bulb,21.0,40.8,1.88,0.158
2024-03-04 06:00:00,Washing Machine,21.8,64.2,2.96,5.968
2024-03-04 07:00:00,Fan,25.3,52.9,0.01,0.01
2024-03-04 08:00:00,Heater,27.5,48.2,5.09,12.692
2024-03-04 09:00:00,Fan,18.3,36.0,0.63,0.126
2024-03-04 10:00:00,Air Conditioner,12.2,48.0,6.97,16.097
2024-03-04 11:00:00,Heater,21.9,41.1,0.44,1.107
2024-03-04 12:00:00,Dishwasher,23.5,67.7,0.96,1.752
2024-03-04 13:00:00,Refrigerator,23.2,65.4,0.66,0.749
2024-03-04 14:00:00,Refrigerator,20.4,33.4,0.66,0.843
2024-03-04 15:00:00,Refrigerator,22.6,50.7,2.77,3.44
2024-03-04 16:00:00,Bulb,29.6,39.0,2.06,0.166
2024-03-04 17:00:00,Microwave,23.9,46.4,7.27,10.848
2024-03-04 18:00:00,Refrigerator,20.1,65.1,1.43,1.72
2024-03-04 19:00:00,TV,19.5,51.1,0.93,0.324
2024-03-04 20:00:00,Laptop,21.2,43.4,0.14,0.017
2024-03-04 21:00:00,Refrigerator,30.2,38.3,8.51,10.158
2024-03-04 22:00:00,Air Conditioner,21.1,62.0,1.2,2.761
2024-03-04 23:00:00,Heater,21.9,55.0,1.81,4.551
2024-03-05 00:00:00,Washing Machine,19.6,48.7,0.78,1.546
2024-03-05 01:00:00,TV,27.5,38.7,1.19,0.387
2024-03-05 02:00:00,Washing Machine,31.8,43.4,4.29,8.63
2024-03-05 03:00:00,Dishwasher,24.3,68.4,0.27,0.503
2024-03-05 04:00:00,Laptop,22.4,50.8,0.52,0.076
2024-03-05 05:00:00,Heater,22.2,46.0,0.25,0.66
2024-03-05 06:00:00,Microwave,10.1,50.9,2.36,3.493
